"","SVN","STATION_KEY","SY","SITE_NAME","PREDATOR_Nov05_model","PREDATOR_Nov05_score","PREDATOR_Nov05_Condition","Year_Sampled","Ref_Samples","NewSample","FSS_May05_trans","AREAWTMAP","MAFLOWU_trans","SLOPE_trans","PRECIPSITE_MM_trans","STRMPOWER_trans","LONG_NHD_trans","LAT_NHD","ELEV_FT_trans","PCT_FSP3_trans","ERODRES_CAT","sample_status","biocriteria_status","biocriteria_status.OLD","FSS","Q75TH","fss_pred_trans","fss_pred","fss_pred_resids_trans","fss_pred_resids","Group","Q90TH","fss_resid_cond","sediment_resid_status","NEW_STATION","NEW_SAMPLE","NEW"
"559","09046DFW","dfw_39983","dfw_39983 2009","Drift Cr.","MWCF",0.79,"Most disturbed",2009,0,"Yes",1.20411998265592,3127.56049,2.22211134020288,0.0286356421265527,3.38201704257487,0.0553513113773437,123.9651069,44.90582306,5.09901951359278,0.835481873978228,"R","Impaired","Impaired",NA,"15",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"561","09048DFW","dfw_2144","dfw_2144 2009","Elk Cr.","MWCF",1.04,"Least disturbed",2009,0,"Yes",1.11394335230684,2202.674,0.243516749536932,0.187803088366512,3.31238894937059,0.0113676568554381,123.8596199,44.11635706,19.8494332412792,1.5707963267949,"E","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"568","09056DFW","dfw_36062","dfw_36062 2009","Fall Creek","MWCF",1,"Least disturbed",2009,0,"Yes",1.04139268515823,2878.15003,1.52877958034584,0.0961249187255833,3.3055663135153,0.114935552748344,123.7433284,44.39324346,13.7840487520902,1.20193334256827,"E","Attaining","Attaining",NA,"10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"569","09057DFW","dfw_39964","dfw_39964 2009","Fish Cr.","MWCF",1.1,"Least disturbed",2009,0,"Yes",1.11394335230684,1880.13776,1.42769671356748,0.122024587686253,3.18949031369937,0.141060669465134,123.5724065,44.14782048,22.4722050542442,1.34528292089677,"R","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"571","09059DFW","33417","33417 2009","Fivemile Cr","MWCF",0.93,"Least disturbed",2009,0,"Yes",1.41497334797082,2107.49479,1.46417720214897,0.0606630035524124,3.31910605930978,0.042763720002141,124.0249086,43.83928508,5.09901951359278,1.3030329996377,"E","Attaining","Potential Concern","Impaired","26",14,1.0152349953652,9.35702430383774,0.399738352605616,-7.94205095586692,"Group 4",20,"Poor","Potential Concern","OLD","NEW","NEW"
"574","09063DFW","28046","28046 2009","North Fork Green River","MWCF",1.04,"Least disturbed",2009,0,"Yes",1,2240.36,1.2800303767106,0.156332977966902,3.32221929473392,0.158750521867278,123.8553855,44.2336502,21.4242852856285,1.42889927219073,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"575","09064DFW","dfw_39988","dfw_39988 2009","Haight","MWCF",0.76,"Most disturbed",2009,0,"Yes",1.25527250510331,1283.205,1.18309666093129,0.133191591326179,3.14395111642396,0.0978426193556381,123.497517,43.87268114,24.3104915622864,1.47062890563334,"E","Impaired","Impaired",NA,"17",14,1.0152349953652,9.35702430383774,0.240037509738104,-8.10175179873444,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"583","09076DFW","dfw_39980","dfw_39980 2009","Lake Cr.","MWCF",0.97,"Least disturbed",2009,0,"Yes",1.49136169383427,1928.087,0.335213102255668,0.0802496105909555,3.18554215485437,0.00324278871682173,123.5206362,44.19313717,26.6833281282527,1.34528292089677,"E","Attaining","Attaining",NA,"30",14,1.0152349953652,9.35702430383774,0.476126698469071,-7.86566261000347,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"588","09084DFW","dfw_2150","dfw_2150 2009","Long Cr.","MWCF",1.04,"Least disturbed",2009,0,"Yes",1.20411998265592,2249.33,0.148602654806093,0.172336879396141,3.31154195840119,0.00523097699371836,123.8823117,44.13968444,23.6220236220354,1.5707963267949,"E","Attaining","Attaining",NA,"15",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"590","09087DFW","dfw_1998","dfw_1998 2009","McLeod Cr.","MWCF",0.69,"Most disturbed",2009,0,"Yes",0.954242509439325,2152.304,1.55150135391857,0.12397580409096,3.3155505344219,0.185220977764923,123.9036961,44.0896524,15.4919333848297,1.42889927219073,"E","Impaired","Impaired",NA,"8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"591","09088DFW","dfw_35002","dfw_35002 2009","Meadow Cr.","MWCF",1.1,"Least disturbed",2009,0,"Yes",1.17609125905568,1635.92373,0.523457708036839,0.197002538054716,3.24674470972384,0.0377169565471097,123.6626738,44.02472442,21.0475651798492,1.32332926362445,"E","Attaining","Attaining",NA,"14",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"592","09089DFW","34722","34722 2009","Mill Cr at RM 2.51","MWCF",1.1,"Least disturbed",2009,0,"Yes",0.903089986991944,2222.912,0.936028911909021,0.258708329977989,3.37254380075907,0.179178227772399,124.0711032,44.20828125,25.9422435421457,0.500179608697487,"R","Attaining","Attaining","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"593","09090DFW","dfw_36061","dfw_36061 2009","N. F. Alsea R.","MWCF",0.9,"Moderately disturbed",2009,0,"Yes",1.23044892137827,2451.86396,1.93773593735244,0.0600832755431992,3.21906033244886,0.116997039634569,123.5715002,44.39341011,17.6635217326557,0.886077123792614,"E","Attaining","Attaining",NA,"16",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"594","09091DFW","34663","34663 2009","Beaver Cr NF (RM 6.42) Trib at RM 0.67","MWCF",1.01,"Least disturbed",2009,0,"Yes",0.903089986991944,2307.62,0.585212490300883,0.289447750034441,3.3541084391474,0.0929271078883054,123.9324292,44.51919386,20.4205778566621,1.34528292089677,"E","Attaining","Attaining","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"595","09092DFW","33357","33357 2009","Mill Cr, N Fk","MWCF",1.13,"Least disturbed",2009,0,"Yes",0.903089986991944,3125.27226,1.18961073160776,0.243721152139079,3.32056168019524,0.26945989774472,123.7584755,44.76677713,16.7032930884901,0.775397496610753,"E","Attaining","Attaining","Attaining","7",8,0.77466588484141,4.95204059846906,0.128424102150533,-4.04895061147712,"Group 2",11,"Good","Attaining","OLD","NEW","NEW"
"604","09101DFW","34645","34645 2009","Russell Cr at RM 0.20","MWCF",0.85,"Most disturbed",2009,0,"Yes",1.47712125471966,1283.78192,1.07644127052732,0.101143462467922,3.1300119496719,0.0460102405760705,123.3602292,43.85458226,23.6220236220354,1.47062890563334,"E","Impaired","Impaired","Attaining","29",14,1.0152349953652,9.35702430383774,0.461886259354461,-7.87990304911808,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","NEW","NEW"
"615","09117DFW","dfw_39965","dfw_39965 2009","Sutton Cr.","MWCF",0.54,"Most disturbed",2009,0,"Yes",1.55630250076729,2102.36885,1.86045336382451,0.0428952211790544,3.24895361549571,0.0536911879406441,124.1176818,44.0677351,4,0.500179608697487,"E","Impaired","Impaired",NA,"35",14,1.0152349953652,9.35702430383774,0.541067505402085,-7.80072180307045,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"616","09118DFW","dfw_36277","dfw_36277 2009","Sweet Cr.","MWCF",0.49,"Most disturbed",2009,0,"Yes",1.5910646070265,2218.5848,1.95704204926722,0.0148323969741913,3.31868926994775,0.00847584654005308,123.8948457,43.99179068,5.09901951359278,1.32332926362445,"E","Impaired","Impaired",NA,"38",14,1.0152349953652,9.35702430383774,0.575829611661297,-7.76595969681124,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"617","09119DFW","dfw_3370","dfw_3370 2009","Thornton Cr.","MWCF",0.96,"Least disturbed",2009,0,"Yes",1.30102999566398,2003.12457,1.26446245309236,0.0827042925125413,3.27137687189407,0.0487963422050577,123.838146,44.65817789,6.78232998312527,1.47062890563334,"E","Attaining","Attaining",NA,"20",14,1.0152349953652,9.35702430383774,0.285795000298779,-8.05599430817376,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"620","09122DFW","dfw_1981","dfw_1981 2009","Uncle Cr.","MWCF",1.11,"Least disturbed",2009,0,"Yes",0.954242509439325,2349.1,1.04988214029361,0.237970586417734,3.31576049066573,0.198271173536113,124.0054305,44.08261949,12.4096736459909,1.42889927219073,"E","Attaining","Attaining",NA,"8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"629","09134DFW","33325","33325 2009","Wolf Cr","MWCF",0.81,"Most disturbed",2009,0,"Yes",1.14612803567824,1415.18554,2.18000974180031,0.0478539444560216,3.17201880942456,0.128503726273874,123.5258468,43.94045499,23.685438564654,1.47062890563334,"E","Impaired","Impaired","Attaining","13",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Impaired - Unknown Stressor","OLD","NEW","NEW"
"634","09141DFW","dfw_3429","dfw_3429 2009","Yaquina R.","MWCF",1.01,"Least disturbed",2009,0,"Yes",1.25527250510331,2062.10247,1.40681259347842,0.0630079360080935,3.15624619039734,0.0403366668308758,123.6070904,44.65396144,15.3622914957372,1.47062890563334,"E","Attaining","Attaining",NA,"17",14,1.0152349953652,9.35702430383774,0.240037509738104,-8.10175179873444,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"635","09142DFW","33319","33319 2009","Rogers Cr","MWCF",1.12,"Least disturbed",2009,0,"Yes",1,2327.702,0.374817974142649,0.160748250379281,3.31111784266251,0.0151126147210298,123.8862015,44.15886437,20.6639783197718,1.5707963267949,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"636","09143DFW","dfw_2950","dfw_2950 2009","Scott Cr.","MWCF",1.06,"Least disturbed",2009,0,"Yes",0.903089986991944,2581.76313,0.977921507044835,0.139499103939774,3.32878720035453,0.0665101397288636,123.8323341,44.40019297,6.2449979983984,1.20193334256827,"E","Attaining","Attaining",NA,"7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"637","09144DFW","dfw_3073","dfw_3073 2009","Alder Cr.","MWCF",1.06,"Least disturbed",2009,0,"Yes",1.38021124171161,2067.45,0.136314613296712,0.188997354478839,3.30081279411812,0.00568261245776384,123.8243202,44.28640183,15.3622914957372,1.42889927219073,"E","Attaining","Attaining",NA,"23",14,1.0152349953652,9.35702430383774,0.364976246346404,-7.97681306212614,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"644","09156DFW","dfw_2782","dfw_2782 2009","Wildcat Cr.","MWCF",1.21,"Least disturbed",2009,0,"Yes",0.778151250383644,2477.943,0.341648156782479,0.296428743545561,3.41010207664286,0.043401402064843,123.9715693,44.22428345,25.1594912508182,0.500179608697487,"R","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"645","09157DFW","21791","21791 2009","Big Cr (Rock Cr Wilderness)","MWCF",1.17,"Least disturbed",2009,1,"Yes",0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R","Attaining","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"646","09158DFW","dfw_2891","dfw_2891 2009","Flynn Cr.","MWCF",0.58,"Most disturbed",2009,0,"Yes",1.68124123737559,2151.987,1.08311043111515,0.142618371888057,3.35082927358297,0.0884756911660202,123.8594901,44.52614304,22.248595461287,1.42889927219073,"E","Impaired","Impaired",NA,"46",14,1.0152349953652,9.35702430383774,0.666006242010385,-7.67578306646215,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"647","09159DFW","34663","34663 2009","Beaver Cr NF (RM 6.42) Trib at RM 0.67","MWCF",1.11,"Least disturbed",2009,0,"Yes",1,2289.344,0.777506568644903,0.213283848427395,3.34163233577805,0.0888605393024219,123.9339993,44.53432367,18.6547581061776,1.34528292089677,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"648","09160DFW","dfw_39969","dfw_39969 2009","Skunk Cr.","MWCF",1.2,"Least disturbed",2009,0,"Yes",0.845098040014257,3143.655,0.461644067579184,0.312921715449727,3.30813737863804,0.0739218757137328,123.7128,44.39372194,18.6547581061776,1.20193334256827,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"649","09161DFW","dfw_3725","dfw_3725 2009","Wildcat Cr.","MWCF",1,"Least disturbed",2009,0,"Yes",0.477121254719662,2788.598,0.84697818202264,0.249058226123933,3.42634857378751,0.138006914304799,123.8901386,44.89854511,22.1810730128188,0.835481873978228,"R","Attaining","Attaining",NA,"2",14,1.0152349953652,9.35702430383774,-0.538113740645539,-8.87990304911808,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"650","09162DFW","23821","23821 2009","Buck Creek (Deadwood)","MWCF",1.2,"Least disturbed",2009,0,"Yes",0.845098040014257,2128.535,0.220152561703746,0.24897791066679,3.30535136944662,0.0174189960679312,123.6870096,44.19681741,25.4165300542777,1.47062890563334,"E","Attaining","Potential Concern","Potential Concern","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"651","09163DFW","dfw_39974","dfw_39974 2009","Big Rock Cr.","MWCF",1.04,"Least disturbed",2009,0,"Yes",0.954242509439325,2816.59786,1.8455893833199,0.0933273807625608,3.27508089845686,0.204575801431421,123.7174808,44.73416536,15.6843871413581,1.32332926362445,"E","Attaining","Attaining",NA,"8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"652","09164DFW","dfw_2287","dfw_2287 2009","Nelson Cr.","MWCF",1,"Least disturbed",2009,0,"Yes",1.11394335230684,1811.12,0.23960975740236,0.193313217344288,3.21722065564452,0.011787447387084,123.5653207,44.11680494,26.3818119165458,1.34528292089677,"E","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"653","12001MCB","37174","37174 2012","Big Elk Creek at RM 19.89","MWCF",1.11,"Least disturbed",2012,0,"Yes",1.63346845557959,2248.66202,1.88967923446885,0.0537587202228625,3.23426412437879,0.0868151689378336,123.723232,44.549215,13.7113092008021,1.47062890563334,"E","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.618233460214385,-7.72355584825816,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"654","12002MCB","37176","37176 2012","Big Elk Creek at RM 29.84","MWCF",0.76,"Most disturbed",2012,0,"Yes",0.903089986991944,2531.03,0.121395680707223,0.344905784236797,3.41313205043487,0.0163498737102206,123.6078241,44.50262327,31.1126983722081,1.47062890563334,"E","Impaired","Impaired",NA,"6",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"655","12003MCB","37183","37183 2012","Wolf Creek at RM 2.45","MWCF",1.14,"Least disturbed",2012,0,"Yes",1.23044892137827,1832.207,0.355960803808454,0.111130553854464,3.27067883614471,0.00675702944326796,123.7077152,44.57765165,18.1383571472171,1.47062890563334,"E","Attaining","Attaining",NA,"8",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"656","12004MCB","37189","37189 2012","Big Elk Creek at RM 17.08","MWCF",1.01,"Least disturbed",2012,0,"Yes",1.17609125905568,2188.43034,1.96832578023316,0.0563914887194867,3.26197619139781,0.111414756600058,123.7558245,44.55317956,12.2065556157337,1.47062890563334,"E","Attaining","Attaining",NA,"10",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"657","12005MCB","37181","37181 2012","Cougar Creek at RM 0.26","MWCF",0.67,"Most disturbed",2012,0,"Yes",1.04139268515823,1929.325,1.0965568749184,0.160374561573836,3.27531135454181,0.112443681107158,123.7708643,44.56840008,12.7279220613579,1.47062890563334,"E","Impaired","Impaired",NA,"7",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"658","12006MCB","37175","37175 2012","Big Elk Creek at RM 14.31 d/s of Deer Creek","MWCF",0.87,"Moderately disturbed",2012,0,"Yes",0.845098040014257,2165.36577,2.14833169144928,0.0393700393700591,3.2718416065365,0.0851313478202488,123.774683,44.561637,11,1.47062890563334,"E","Attaining","Attaining",NA,"14",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"659","12007MCB","37188","37188 2012","Big Elk Creek at RM 12.77","MWCF",0.78,"Most disturbed",2012,0,"Yes",1.17609125905568,2165.36577,2.14833169144928,0.0393700393700591,3.29446622616159,0.0851313478202488,123.793623,44.55324649,10.3440804327886,1.47062890563334,"E","Impaired","Impaired",NA,"15",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"660","12008MCB","37187","37187 2012","Big Elk Creek at RM 7.33 east of Salado","MWCF",0.9,"Moderately disturbed",2012,0,"Yes",1.20411998265592,2155.36109,2.23703075166301,0.0431277173056957,3.26387267686522,0.120300298390382,123.8370497,44.566019,6.78232998312527,1.47062890563334,"E","Attaining","Attaining",NA,"16",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"661","12010MCB","37182","37182 2012","Bear Creek at RM 2.46 near ATV park","MWCF",1.04,"Least disturbed",2012,0,"Yes",0.954242509439325,2039.763,1.36823703582245,0.173176210837401,3.29950729870049,0.222767472268902,123.8203211,44.61301044,12.9228479833201,1.47062890563334,"E","Attaining","Attaining",NA,"11",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"662","12011MCB","37155","37155 2012","North Fork Siuslaw River at RM 25.49","MWCF",0.96,"Least disturbed",2012,0,"Yes",0.845098040014257,2280.37233,1.50209362315572,0.0875214259481643,3.30835094858673,0.0919274628205219,123.9139642,44.13267818,13.7840487520902,1.42889927219073,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"663","12012MCB","37162","37162 2012","North Fork Siuslaw River at RM 28.73","MWCF",0.89,"Moderately disturbed",2012,0,"Yes",0.845098040014257,2336.31536,1.20752477026677,0.123207142650092,3.32980452216407,0.0897679575944566,123.9472193,44.15287059,19.5703857907809,1.42889927219073,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"664","12013MCB","37151","37151 2012","Sam Creek at RM 1.66","MWCF",1.02,"Least disturbed",2012,0,"Yes",1.14612803567824,2373.235,1.04896435164369,0.268719184279798,3.37217528611506,0.239567169071321,123.954423,44.17330857,28.1424945589406,1.42889927219073,"E","Attaining","Attaining",NA,"5",8,0.77466588484141,4.95204059846906,0.371462150836828,-3.80591256279082,"Group 2",11,"Good","Attaining","NEW","NEW","NEW"
"665","12014MCB","37185","37185 2012","Morris Creek at RM 3.82","MWCF",0.65,"Most disturbed",2012,0,"Yes",0.845098040014257,2116.969,1.15420326988334,0.131833227981416,3.31111784266251,0.0900839456815948,124.0340048,44.07437545,18.1659021245849,1.42889927219073,"E","Impaired","Impaired",NA,"15",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"666","12015MCB","37158","37158 2012","North Fork Siuslaw River at RM 19.48","MWCF",0.92,"Least disturbed",2012,0,"Yes",0.903089986991944,2267.68805,1.67607198670553,0.0562138772902208,3.30749603791321,0.0594593981642187,123.9633505,44.07589767,7.87400787401181,1.42889927219073,"E","Attaining","Attaining",NA,"7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"667","12016MCB","37159","37159 2012","North Fork Siuslaw River at RM 20.13","MWCF",1.05,"Least disturbed",2012,0,"Yes",0.903089986991944,2267.68805,1.67607198670553,0.0562138772902208,3.30835094858673,0.0594593981642187,123.9691545,44.08335104,8.54400374531753,1.42889927219073,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"668","12017MCB","37157","37157 2012","North Fork Siuslaw River at RM 21.2","MWCF",0.89,"Moderately disturbed",2012,0,"Yes",0.845098040014257,2267.68805,1.67607198670553,0.0562138772902208,3.30770992340481,0.0594593981642187,123.9559456,44.09204788,9.2736184954957,1.42889927219073,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"669","12018MCB","37154","37154 2012","North Fork Siuslaw River at RM 22.46","MWCF",1.08,"Least disturbed",2012,0,"Yes",1.11394335230684,2259.10974,1.56865350738912,0.058821764679411,3.30856441356124,0.0510340867407195,123.9365579,44.1016857,10.7238052947636,1.42889927219073,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"670","12019MCB","37156","37156 2012","North Fork Siuslaw River at RM 23.81","MWCF",0.96,"Least disturbed",2012,0,"Yes",0.845098040014257,2280.37233,1.50209362315572,0.0875214259481643,3.31005573775089,0.0919274628205219,123.9283993,44.1170982,11.9582607431014,1.42889927219073,"E","Attaining","Attaining",NA,"5",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"671","12020MCB","37161","37161 2012","North Fork Siuslaw River at RM 24.38","MWCF",0.83,"Most disturbed",2012,0,"Yes",1.23044892137827,2280.37233,1.50209362315572,0.0875214259481643,3.30941722577814,0.0919274628205219,123.9199748,44.12179265,12.5299640861417,1.42889927219073,"E","Impaired","Impaired",NA,"5",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"672","12021MCB","37218","37218 2012","North Fork Siuslaw River at RM 15","MWCF",0.87,"Moderately disturbed",2012,0,"Yes",1.04139268515823,2218.09461,2.01963476533707,0.01,3.30813737863804,0.00447721152928209,123.9894402,44.05484897,4.47213595499958,1.42889927219073,"E","Attaining","Attaining",NA,"14",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"673","12022MCB","37168","37168 2012","McLeod Creek at RM 2.85","MWCF",1.19,"Least disturbed",2012,0,"Yes",0.778151250383644,2152.304,1.55150135391857,0.12397580409096,3.31785448933147,0.185220977764923,123.9182869,44.07560607,11.1803398874989,1.42889927219073,"E","Attaining","Attaining",NA,"10",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"674","12023MCB","37165","37165 2012","McLeod Creek at RM 2.1","MWCF",0.84,"Most disturbed",2012,0,"Yes",1.49136169383427,2152.304,1.55150135391857,0.12397580409096,3.31365634661803,0.185220977764923,123.932837,44.072768,9.53939201416946,1.42889927219073,"E","Impaired","Impaired",NA,"12",14,1.0152349953652,9.35702430383774,0.476126698469071,-7.86566261000347,"Group 4",20,"Good","Impaired - Unknown Stressor","NEW","NEW","NEW"
"675","12024MCB","37166","37166 2012","McLeod Creek at RM 5.47","MWCF",1.04,"Least disturbed",2012,0,"Yes",1.04139268515823,2152.304,1.55150135391857,0.12397580409096,3.3155505344219,0.185220977764923,123.8986582,44.09384333,15.8113883008419,1.42889927219073,"E","Attaining","Attaining",NA,"13",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"676","12025MCB","37167","37167 2012","McLeod Creek at RM 5.99","MWCF",1.19,"Least disturbed",2012,0,"Yes",1.32221929473392,2152.304,1.55150135391857,0.12397580409096,3.31534047662729,0.185220977764923,123.8917073,44.09619571,16.9410743460974,1.42889927219073,"E","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.306984299368718,-8.03480500910382,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"677","12026MCB","37170","37170 2012","Condon Creek at RM 5.52","MWCF",1.14,"Least disturbed",2012,0,"Yes",1.23044892137827,2227.242,0.339381869112333,0.209499403340439,3.32180548385754,0.0220133821537293,123.9852864,44.10031579,17.9164728671689,1.42889927219073,"E","Attaining","Attaining",NA,"8",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"678","12027MCB","37150","37150 2012","Sam Creek at RM 0.95","MWCF",1.09,"Least disturbed",2012,0,"Yes",0.954242509439325,2373.235,1.04896435164369,0.268719184279798,3.34733001531695,0.239567169071321,123.949347,44.16424472,23.4946802489415,1.42889927219073,"E","Attaining","Attaining",NA,"7",8,0.77466588484141,4.95204059846906,0.179576624597915,-3.99779808902974,"Group 2",11,"Good","Attaining","NEW","NEW","NEW"
"679","12028MCB","37163","37163 2012","Porter Creek at RM 0.57","MWCF",1.09,"Least disturbed",2012,0,"Yes",1.11394335230684,2223.682,0.351222148790302,0.179053064760143,3.30535136944662,0.0169981190937461,123.9415519,44.11825544,12.4498995979887,1.42889927219073,"E","Attaining","Attaining",NA,"10",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
